revenue,App Usage,months,eqpdays,Mobile,Married,isMale,pcown,Credit Card,Retention Calls,churndep
19.99,1.67,15,76,0,0,0,1,0,0,1
33.73,3.33,25,85,1,0,0,0,0,0,1
37.6,7.67,19,166,0,1,0,0,1,0,1
50.44,30.67,27,182,1,0,0,0,1,0,1
119.91,111,21,172,1,0,0,1,0,0,1
68.33,9,37,37,1,1,0,1,1,1,1
30.26,0,18,61,0,1,0,1,1,0,1
34.99,1.67,31,40,1,0,0,1,0,0,1
57.63,21.67,19,11,0,1,0,1,1,0,1
33.26,1.67,19,149,0,0,0,0,1,0,1
30.51,12.67,31,135,1,1,0,0,1,0,1
100.26,14.33,25,177,1,0,0,1,1,0,1
30.56,6.33,23,82,1,0,0,1,0,0,1
40.01,16.67,19,13,0,1,1,1,1,0,1
31.86,6.67,22,120,1,0,0,0,0,0,1
29.99,6,28,14,1,1,0,1,1,0,1
60.24,11.67,22,155,1,0,0,0,0,0,1
91.82,12.67,18,50,0,1,0,1,1,0,1
45,14.67,19,100,0,0,0,1,1,0,1
39.87,30.33,24,192,1,0,0,1,0,0,1
54.85,13.67,18,16,0,1,0,0,1,0,1
79.5,29.67,29,52,1,0,0,1,0,1,1
144.8,6,22,163,1,1,0,1,1,0,1
50.24,6.67,22,74,1,0,0,1,0,0,1
57.49,0,30,141,1,0,0,0,0,1,1
49.31,11.33,25,60,1,0,0,1,0,0,1
46.24,8.33,12,64,0,0,0,0,0,0,1
22.92,0,20,169,0,0,0,0,1,0,1
39.62,1,26,19,0,1,0,1,1,0,1
35.24,0,29,7,1,1,0,0,1,0,1
102.35,48.33,22,18,1,0,0,0,0,0,1
135.79,11.33,22,30,1,0,0,1,1,0,1
22.32,0,19,109,0,1,1,0,1,0,1
57.73,42,19,51,0,0,0,1,1,0,1
207.22,129.67,19,31,1,1,0,0,1,0,1
146.19,27.33,40,97,1,0,0,1,1,0,1
100.56,15.33,11,47,0,0,0,1,0,0,1
30.24,7.67,19,182,0,0,0,0,1,0,1
60.43,22,26,75,1,0,0,1,1,0,1
35.52,4.67,23,167,1,0,0,0,0,0,1
30,8,29,14,1,0,0,1,1,0,1
34.99,1.33,28,24,1,1,0,0,1,0,1
36.65,26,28,186,1,0,0,0,1,0,1
48.18,10.33,27,23,1,0,0,1,1,0,1
88.69,45.67,24,62,1,0,0,0,0,0,1
191.84,0,14,121,1,0,0,0,0,0,1
34.68,13.67,28,49,1,1,0,1,1,0,1
135.06,26.33,19,152,1,0,0,1,0,0,1
110.05,43.33,23,90,1,0,0,1,1,0,1
36.51,4,18,83,0,1,0,1,1,0,1
77.38,55.33,23,86,1,0,0,0,0,0,1
35.66,11.67,33,128,0,1,0,1,1,0,1
58.94,52.33,28,10,1,1,0,0,1,0,1
14.15,0,32,153,1,1,0,0,1,1,1
55.6,19.33,17,147,0,1,0,0,1,0,1
69.11,22,23,64,1,0,0,0,0,0,1
62.81,13.33,17,120,0,1,0,1,1,0,1
52.37,2.33,29,141,1,0,0,0,0,0,1
54.23,5,27,14,1,1,0,1,1,0,1
41.99,0.67,23,20,1,0,0,0,0,0,1
57.39,14.33,12,196,0,0,0,1,0,0,1
41.01,19.33,13,46,0,0,0,1,0,0,1
31.85,17.33,23,28,1,0,0,0,0,0,1
41.37,8,37,10,0,1,0,0,1,0,1
30.5,2,23,88,1,0,0,0,0,0,1
71.1,16.33,21,7,1,0,0,1,0,0,1
85.48,58,20,179,1,0,0,0,0,0,1
47.54,44.33,25,141,1,0,0,1,0,0,1
29.99,1,28,89,1,0,0,0,1,0,1
69.83,24.33,26,27,1,1,0,0,1,0,1
26.92,55.33,14,44,0,0,0,1,0,0,1
30.41,4.67,24,161,1,0,0,1,0,0,1
49.99,2.33,18,45,0,0,0,0,1,0,1
36.31,93.67,23,146,1,0,0,0,0,0,1
46.05,5.67,28,101,1,1,0,1,1,0,1
35.08,4.33,12,97,0,0,0,0,0,0,1
32.22,0,12,179,0,0,0,1,0,0,1
32.98,14.33,28,89,1,0,0,1,1,0,1
53.88,1,11,192,0,0,0,0,0,0,1
28,1.33,27,160,1,1,0,1,1,0,1
30.43,7.67,29,75,1,1,0,1,1,0,1
55.03,16.67,18,90,0,1,0,0,1,0,1
29.12,3,28,20,1,1,1,0,1,0,1
30,15.33,28,65,1,0,0,1,1,0,1
30,10.33,21,42,0,1,0,0,1,0,1
53.28,22,29,6,1,0,0,0,1,0,1
54.57,18,12,32,0,0,0,0,0,0,1
39.13,39,37,110,1,1,1,0,1,0,1
32.81,22.33,19,64,0,1,0,1,1,0,1
36.23,0,13,50,0,0,0,0,0,0,1
31.58,0,19,39,0,0,0,1,1,0,1
78.4,103,14,55,1,1,1,0,1,1,1
36.23,12.33,29,34,1,1,0,1,1,0,1
338.9,0,12,56,1,0,0,0,1,0,1
63.64,22,21,9,1,0,0,0,0,0,1
100.85,4.33,23,5,1,0,0,0,1,0,1
112.64,48,21,183,1,0,0,1,0,0,1
30.25,5.67,23,62,1,0,0,1,0,0,1
34.99,3.33,27,116,1,1,0,0,1,0,1
51.14,3.33,26,106,1,1,0,1,1,0,1
10,0,19,4,0,1,0,1,1,0,1
55.03,30,23,94,1,1,0,0,1,1,1
35.59,3.33,25,122,1,0,0,0,0,0,1
16.99,0,29,65,1,0,0,1,1,0,1
44.92,25.67,17,147,0,0,0,1,1,0,1
45.6,10,21,110,1,0,0,0,0,0,1
39.57,14.33,28,106,1,1,1,1,1,0,1
30.26,3.33,18,76,0,0,1,0,1,0,1
75.98,23.33,27,33,1,0,0,0,1,0,1
30,2,28,74,1,1,0,1,1,0,1
47.47,9,18,11,0,1,0,1,1,0,1
32.49,20.33,19,97,0,1,0,1,1,0,1
49.99,0,22,110,1,0,0,0,0,0,1
231.93,33.67,20,68,1,0,0,0,0,0,1
47.02,78,14,42,1,0,1,1,1,1,1
63.83,13.67,21,22,1,0,0,1,0,0,1
24.99,0,13,12,0,0,0,1,0,0,1
60.44,24,29,128,1,1,0,0,1,0,1
28.1,0.67,28,97,1,1,0,1,1,0,1
96.09,10.67,21,27,1,0,0,1,0,0,1
61.61,6.33,27,100,1,1,0,1,1,0,1
32.49,2.67,28,183,1,1,0,1,1,0,1
55.6,22,22,2,1,0,0,0,0,0,1
193.9,30,14,166,1,0,0,1,0,0,1
33.24,10.33,23,111,1,0,0,1,0,0,1
19.69,0,28,124,1,1,0,0,1,0,1
30.82,6.67,29,91,1,0,0,1,1,0,1
92.15,19,25,127,1,1,1,0,1,0,1
89.51,47.33,20,102,1,0,0,0,0,0,1
30.26,5,26,6,0,0,0,1,1,0,1
34.49,13,28,54,0,1,0,1,1,0,1
23.4,1,28,84,1,0,0,1,1,0,1
26.08,2.67,36,72,1,1,0,1,1,0,1
19.99,3.33,29,180,1,1,0,1,1,0,1
34.07,4.67,27,78,1,1,1,0,1,0,1
24.02,0.67,28,28,1,1,0,0,1,0,1
30.51,9.33,28,91,1,0,0,1,1,0,1
29.99,2.33,19,12,0,0,0,1,1,0,1
94.56,0,19,108,1,0,0,1,0,0,1
109.84,18,18,60,1,0,0,0,0,0,1
52.98,11,21,66,1,0,0,0,0,0,1
47.84,14,22,97,1,0,0,0,0,0,1
68.98,0,20,65,1,1,0,0,1,1,1
30.26,10.33,18,58,0,0,0,0,1,0,1
376.58,211.33,16,172,1,0,0,0,1,0,1
94.77,15.33,31,50,0,1,0,0,1,0,1
29.99,4.33,28,44,1,1,0,1,1,0,1
72.95,27.67,21,200,1,1,0,1,0,0,1
55.61,15.33,22,136,1,0,0,1,0,0,1
318.13,69.33,43,27,1,0,0,0,0,0,1
96.36,5.67,18,107,1,0,0,0,0,0,1
30.18,9.33,21,12,1,1,0,1,1,1,1
35.11,5.33,18,6,0,1,0,1,1,0,1
58.38,3.33,48,43,1,0,0,0,0,0,1
32.98,0,28,65,1,0,0,1,1,0,1
35.23,9.67,30,169,0,1,1,0,1,0,1
46.94,5,27,82,1,1,0,1,1,0,1
38.9,1,26,51,1,1,1,0,1,0,1
75.97,23,35,117,1,0,0,1,1,1,1
29.18,4,17,46,0,1,0,1,1,0,1
75.98,21,21,21,1,0,0,1,0,0,1
32.24,0,37,124,1,1,0,0,1,0,1
53.6,5.33,21,164,1,0,0,0,0,0,1
29.99,3.67,31,103,0,1,0,1,1,0,1
50.24,3.67,26,20,1,1,0,1,1,0,1
36.96,27.33,19,120,0,0,0,0,1,0,1
40.24,12.67,27,180,1,0,1,1,1,0,1
34.99,23,14,64,0,0,0,1,0,0,1
33.5,5.67,23,170,1,0,0,1,0,0,1
55.49,18.67,26,157,1,1,0,1,1,0,1
82.94,36.67,23,79,1,0,0,0,0,0,1
35.19,0.67,29,175,1,0,0,0,1,0,1
30.83,4.33,27,45,1,0,1,1,1,0,1
35.2,4.33,23,159,1,0,0,1,0,0,1
30.24,16.67,12,6,0,0,0,1,0,0,1
35.44,21.33,19,3,0,1,0,0,1,0,1
50.24,16.67,28,147,1,1,1,1,1,0,1
38.63,4.33,27,159,1,1,0,0,1,0,1
30.78,23,22,190,1,0,0,1,0,0,1
38.2,44.67,14,192,0,0,0,1,0,0,1
33.49,10.33,23,126,1,0,0,0,0,0,1
54.32,79.33,19,55,0,1,0,0,1,0,1
30.15,0,28,134,1,1,0,0,1,0,1
66.16,6.33,26,11,1,1,0,1,1,0,1
29.99,0,22,46,1,0,0,0,0,0,1
31.79,2.33,22,186,1,0,0,1,0,0,1
50.83,20.33,21,174,1,0,0,1,0,0,1
51.69,30.67,22,68,1,0,0,0,0,0,1
41.99,26.33,29,28,1,1,1,0,1,0,1
56.42,7.67,20,113,1,0,0,1,0,0,1
339.25,85.67,9,20,1,0,0,0,0,0,1
59.99,13.33,26,106,1,1,0,1,1,0,1
30.59,6,19,50,0,1,0,1,1,0,1
29.1,7,28,193,1,0,0,1,1,0,1
50.77,7,21,34,1,0,0,0,0,0,1
34.48,1.33,39,176,1,0,0,0,1,0,1
55.81,1.33,26,96,1,1,1,1,1,0,1
50.25,12,26,87,1,1,0,0,1,0,1
41.39,9,17,78,0,0,0,1,1,0,1
88.94,42.67,24,171,1,1,0,0,1,0,1
62.63,19.33,25,117,1,1,0,1,1,0,1
69.74,4.33,19,17,1,1,0,0,0,0,1
35.31,10.67,23,35,1,0,0,1,0,0,1
41.67,35.67,12,135,0,0,0,0,0,0,1
159.56,71.33,20,43,1,0,0,1,0,0,1
30,5.33,25,65,0,1,0,1,1,0,1
30.73,0.67,27,102,1,0,0,0,1,0,1
19.99,0,18,173,0,1,0,0,1,0,1
77.05,9,20,78,1,0,0,1,0,0,1
34.15,2,27,13,1,0,0,0,1,0,1
58.17,18.67,27,130,1,1,0,0,1,0,1
30.27,25.33,18,101,0,1,0,1,1,0,1
52.84,15,17,130,0,1,0,1,1,0,1
9.15,0,13,26,0,0,0,1,0,0,1
138.35,15.67,17,198,1,0,0,0,0,0,1
37.29,13.67,23,136,1,0,0,1,0,0,1
29.99,1.33,27,173,1,1,0,1,1,0,1
14.42,10,41,197,0,1,0,1,1,0,1
30.61,1,23,156,1,1,0,0,0,0,1
95.25,14.33,20,125,1,0,0,1,0,0,1
35.3,0.67,27,160,1,1,0,1,1,0,1
23.79,0,18,147,0,0,0,1,1,0,1
16.99,0,24,31,1,0,0,0,0,0,1
13.52,1.33,22,158,1,0,0,1,0,0,1
29.99,5.67,22,23,1,0,0,1,0,0,1
49.84,6,21,6,1,0,0,1,0,0,1
5,0,20,135,0,0,0,0,1,0,1
31.33,2,27,124,1,0,0,0,1,0,1
31.25,4,21,184,1,0,0,0,0,0,1
59.67,21.33,22,172,1,1,0,0,0,0,1
247.71,43,21,19,1,1,0,0,1,0,1
55.51,25,29,195,1,1,0,0,1,0,1
86.25,46.67,15,49,0,0,0,1,0,0,1
54.79,6.33,21,159,1,1,0,1,0,0,1
61.35,25.33,44,175,0,1,1,0,1,1,1
53.37,52,20,41,1,0,0,0,0,0,1
71.37,11.33,19,112,1,0,0,1,0,0,1
24.4,21,19,83,0,1,0,0,1,0,1
33.38,16.67,25,42,1,0,0,0,0,0,1
69.75,0,37,129,1,0,0,0,0,1,1
84.28,10,24,124,1,0,1,0,1,0,1
39.38,2,17,101,0,1,0,1,1,0,1
98.38,1.33,15,109,0,0,0,0,1,0,1
19.87,2.33,27,32,1,1,0,0,1,0,1
40.44,4,22,182,1,0,0,0,0,0,1
51.6,51.33,19,19,0,0,0,0,1,0,1
55.24,4.33,16,93,0,0,0,1,1,0,1
29.99,0,22,176,1,0,0,0,0,0,1
90.53,4.33,25,200,1,1,0,1,1,0,1
30.14,16.33,27,186,1,1,0,1,1,0,1
34,0.33,31,120,1,0,0,0,1,0,1
49.56,14,28,78,1,1,0,0,1,0,1
32.04,0.33,28,124,1,0,0,1,1,0,1
33.24,0,27,38,1,0,0,1,1,0,1
78.31,107.67,28,88,1,1,0,0,1,0,1
33.24,0,17,133,0,0,0,1,1,0,1
101.33,32.67,19,30,1,0,0,0,0,0,1
30.15,2.33,27,132,1,0,0,1,1,0,1
32.7,1.67,27,158,1,1,1,0,1,0,1
79.5,13,25,198,1,0,0,1,1,0,1
37.01,0,11,173,0,0,0,0,0,0,1
37.54,3.33,35,108,0,0,0,0,1,0,1
22.49,2.33,28,19,1,1,0,0,1,0,1
107.05,63,28,174,1,0,0,0,1,0,1
45.07,15.33,21,34,1,0,0,0,0,0,1
46.89,18.67,27,193,1,1,0,0,1,0,1
50.99,1,26,189,1,0,1,1,1,0,1
45.53,3.67,23,158,1,0,0,0,0,0,1
45.49,10.33,18,114,0,1,0,1,1,0,1
106.85,5,23,50,1,1,0,0,1,0,1
49.73,45.33,28,179,1,1,0,0,1,0,1
21.63,4.33,22,102,1,0,0,0,0,0,1
10,0,19,127,0,0,0,0,1,0,1
54.81,8,20,185,1,0,0,0,0,0,1
30.86,1.67,26,184,1,1,0,1,1,0,1
68.37,39.67,23,83,0,0,0,1,1,0,1
60.23,27.67,26,89,1,1,0,1,1,0,1
34.11,16.33,22,98,1,0,0,1,0,0,1
70.73,16.67,27,118,1,0,0,1,0,0,1
40.72,0.33,26,186,1,1,0,1,1,0,1
54.15,18.67,25,17,1,1,1,0,1,0,1
43.97,4.33,28,103,0,1,0,1,1,0,1
29.99,5.33,27,79,1,1,0,0,1,0,1
50.69,1,26,196,1,0,0,1,1,0,1
58.94,21,26,194,1,1,0,0,1,0,1
35.98,21,18,125,0,0,0,1,1,0,1
36.83,31.33,22,16,1,0,0,0,0,0,1
154.31,0,15,176,1,0,0,0,0,0,1
46.79,11.67,27,120,1,0,0,1,1,0,1
53.39,10.67,25,77,1,0,0,1,1,0,1
96.61,48.33,19,196,1,0,0,0,0,0,1
38.24,3,27,166,1,1,0,0,1,0,1
39.94,110,26,131,1,0,0,1,0,1,1
24.22,1,23,181,1,0,0,0,0,0,1
34.57,0,11,140,0,0,0,0,0,0,1
49.99,7.67,21,2,1,0,0,0,0,0,1
46.25,28,27,189,1,1,0,0,1,0,1
31.83,3.33,39,6,1,0,0,1,1,0,1
37.07,9.67,27,37,1,1,0,0,1,0,1
76.82,0,9,36,0,0,0,1,0,0,1
42.7,4.67,22,87,1,0,0,0,0,0,1
73.48,81.67,28,139,1,0,0,0,0,1,1
50.44,8.67,21,131,1,0,0,0,0,0,1
24.99,1.67,18,94,0,0,0,0,1,0,1
42.68,12.67,26,155,1,0,0,0,1,0,1
85.27,5.33,25,38,1,1,0,0,1,0,1
139.38,22.33,26,130,1,0,0,0,0,0,1
50,38.33,34,62,0,0,0,0,1,0,1
30.09,0,22,150,1,0,0,0,0,0,1
81.43,11.67,19,128,1,0,0,0,0,0,1
30.86,13.67,17,52,0,0,0,0,1,0,1
36.39,6.33,22,81,1,0,0,1,0,0,1
10.09,1,13,21,0,0,0,1,0,0,1
30.24,4.33,13,102,0,0,0,0,0,0,1
30.26,0,27,48,1,1,0,0,1,0,1
30.09,10.33,27,105,1,1,0,0,1,0,1
35.6,10.67,27,198,1,1,0,1,1,0,1
51.17,29.67,11,196,0,0,0,1,0,0,1
85.13,0.33,28,84,1,1,0,0,1,0,1
62.48,21.33,26,180,1,0,0,1,1,0,1
59.17,16,27,152,1,0,0,0,1,0,1
40.27,2.33,26,141,1,0,0,0,1,0,1
72.38,81.67,19,93,1,1,0,1,1,1,1
42.54,41.33,29,77,1,0,0,1,1,0,1
19.99,0.67,27,183,1,1,0,1,1,0,1
34.99,12.33,30,188,1,0,0,0,1,0,1
69.63,60,25,104,1,0,0,0,1,0,1
52.67,91,34,154,1,0,0,0,1,1,1
20.58,0,27,12,1,1,1,1,1,0,1
60.51,16.33,26,126,1,1,0,1,1,0,1
81.36,70.33,23,157,1,0,0,1,0,0,1
19.99,0,24,34,0,1,0,0,0,0,1
36.29,18.33,26,82,1,0,0,1,1,0,1
46.09,24,17,14,0,1,0,0,1,0,1
181.88,29.33,15,92,1,0,0,0,0,0,1
50.44,7,11,71,0,0,0,0,0,0,1
59.09,7.67,20,100,1,0,0,1,0,0,1
46.38,2,21,129,1,1,1,1,0,0,1
52.42,1,26,17,1,0,0,0,1,0,1
60.55,5,20,21,1,0,0,1,0,0,1
45.82,55.33,26,125,1,0,0,0,1,0,1
30.51,5,17,25,0,0,0,1,1,0,1
24.3,1.67,28,42,1,0,0,1,1,0,1
43.73,28,26,151,1,1,0,0,1,0,1
39.47,11.67,21,110,1,0,0,0,0,0,1
38.41,15,21,91,1,0,0,0,0,0,1
40,6.33,22,119,0,1,0,0,1,0,1
39.99,0,21,196,1,0,0,1,0,0,1
31.23,0,12,171,0,0,0,1,0,0,1
45.96,19.33,22,111,1,1,0,1,0,0,1
88.73,53.33,16,17,0,1,0,1,1,0,1
29.99,0,22,119,1,0,0,1,0,0,1
83.08,24.67,24,74,1,0,0,1,1,0,1
70.71,14.33,26,194,1,1,0,1,1,0,1
57.74,5.33,26,53,1,1,1,0,1,0,1
95.37,59,28,40,1,1,0,1,1,0,1
29.99,0.33,26,108,1,0,0,0,1,0,1
102.42,15.67,23,91,1,1,0,0,1,0,1
51.04,0.67,20,110,1,0,0,0,0,0,1
38.7,4.67,44,184,1,0,0,1,1,0,1
72.63,27.33,50,94,0,1,0,1,1,0,1
96,61.33,21,179,1,0,0,0,0,0,1
72.58,52.33,28,76,0,0,0,0,1,0,1
56.78,8,21,150,1,0,0,0,0,0,1
30.52,28,19,50,0,1,1,1,1,0,1
35.08,0,12,63,0,0,0,0,0,0,1
30,0.67,52,136,0,1,0,0,1,0,1
10.09,0,18,107,0,0,0,1,1,0,1
52.43,6.33,26,109,1,1,0,0,1,0,1
51.4,9.67,26,118,1,1,0,1,1,0,1
10.43,30.33,25,5,1,0,0,1,0,0,1
40.46,6.33,27,199,1,0,0,1,1,0,1
38.59,1.33,21,67,1,0,0,0,0,0,1
39.98,10,26,199,1,0,0,1,1,0,1
35.67,5.67,27,164,1,0,0,0,1,0,1
30.26,16,17,102,0,0,0,1,1,0,1
35.73,9.33,23,21,1,0,0,0,0,0,1
104.03,13,17,127,1,0,0,0,0,0,1
31.03,3.67,28,72,0,0,1,1,1,0,1
39.27,23,29,93,1,0,0,1,1,0,1
42.49,38.33,22,127,1,1,0,0,0,0,1
47.34,9.33,25,108,1,0,0,0,1,0,1
140.97,27.67,16,38,1,0,0,1,0,0,1
50.25,7,26,152,1,1,0,1,1,0,1
30.5,9.67,27,147,1,1,0,1,1,0,1
11.76,2,19,119,0,0,0,1,1,0,1
22.43,0,12,40,0,0,0,1,0,0,1
48.24,6.33,26,180,1,0,0,1,1,0,1
19.99,0,13,106,0,0,0,1,0,0,1
59.99,13.67,26,34,1,0,0,1,1,0,1
38.24,3.67,27,14,1,1,0,0,1,0,1
53.46,2,20,70,1,0,0,0,0,0,1
40.15,12.67,27,89,1,0,0,1,1,0,1
34.99,10,23,11,1,0,0,0,1,1,1
31.74,13,27,154,1,0,0,0,1,0,1
38.98,10,21,61,1,0,0,1,0,0,1
10.19,0,13,59,0,0,0,0,0,0,1
38.48,33.33,18,26,0,0,0,1,1,0,1
75.25,1.33,25,52,1,1,0,1,1,0,1
19.99,0,36,144,1,0,0,1,1,0,1
30.26,1.67,26,69,1,0,0,0,1,0,1
49.99,14,21,31,1,0,0,0,0,0,1
38.92,0,11,10,0,0,0,0,0,0,1
68.34,0.67,25,162,1,1,0,1,1,0,1
56.49,21,17,112,0,0,0,1,1,0,1
84.19,2.33,13,170,0,0,0,1,1,0,1
33.01,5.67,21,93,1,0,0,1,0,0,1
45.51,7.67,20,192,1,0,0,0,0,0,1
181.49,224.67,14,46,1,0,0,0,0,1,1
54.27,0,15,180,0,1,0,1,1,0,1
58.72,25,25,68,1,0,0,0,1,0,1
57.15,28,15,48,0,0,0,1,0,0,1
35.24,13,21,55,1,0,0,0,0,0,1
32.49,7.67,36,180,0,1,0,0,1,0,1
53.67,64,11,180,0,0,0,1,0,0,1
27.65,1.67,23,96,1,0,0,0,0,0,1
53.87,62.67,25,127,1,0,0,1,0,0,1
39.87,1.33,26,33,1,1,0,0,1,0,1
160.47,35,28,98,1,0,0,1,0,0,1
30.73,0,13,95,0,0,0,0,0,0,1
170.45,4.33,13,119,1,0,0,1,0,0,1
103.82,60.67,17,181,1,0,0,1,0,0,1
59.76,17,20,182,1,0,0,0,0,0,1
99.09,7,19,73,1,0,0,1,0,0,1
36.08,0,27,137,1,1,0,0,1,0,1
117.3,44.33,22,117,1,0,0,1,1,0,1
82.73,64.33,22,77,1,0,0,1,0,0,1
104.66,35,30,170,1,0,0,0,1,0,1
30.99,2.33,21,179,1,0,0,0,0,0,1
125.7,33.67,16,153,1,1,0,1,0,0,1
180,33.33,16,131,1,0,0,0,0,0,1
45.54,0.67,25,25,1,1,1,1,1,0,1
34.23,0,27,58,1,1,1,0,1,0,1
80.8,7,24,122,1,1,0,1,1,0,1
54.49,22,25,47,1,0,0,1,1,0,1
29.99,1.67,26,77,1,1,0,1,1,0,1
29.98,7.33,26,102,1,0,0,0,1,0,1
33.02,23.67,23,51,1,0,0,0,0,0,1
38.55,23.33,25,102,1,1,0,0,1,0,1
54.88,77.67,21,162,1,1,0,0,0,0,1
103.6,26.67,18,113,1,0,0,0,0,0,1
37.26,10,21,138,1,0,0,1,0,0,1
27.92,0,27,71,1,1,0,0,1,0,1
74.32,21.33,23,154,1,0,0,1,1,0,1
72.01,91.67,22,135,1,0,0,1,0,0,1
42.88,4.33,26,96,1,0,0,1,1,0,1
51.98,0.67,16,137,0,1,0,1,1,0,1
31.63,7.33,26,64,1,1,1,1,1,0,1
213.02,7.33,11,36,1,0,0,1,0,0,1
37.35,9,21,11,1,0,0,0,0,0,1
54,3.33,25,55,1,0,0,1,1,0,1
75.7,16,18,135,1,1,0,1,0,0,1
53.98,13,25,189,1,1,0,1,1,0,1
37.9,10.33,21,157,1,0,0,0,0,0,1
14.25,1.33,28,23,1,0,0,0,1,0,1
50.93,12,25,162,1,0,0,1,1,0,1
47.16,4.67,25,150,1,0,0,0,1,0,1
181.52,37.33,24,33,1,0,0,0,1,0,1
29.99,2,27,168,1,1,0,0,1,0,1
53.7,15,28,41,0,0,0,0,1,0,1
160.78,41,20,171,1,1,0,1,1,0,1
73.93,24.67,20,88,1,0,0,1,0,0,1
30.88,0,38,113,1,0,0,1,1,1,1
45.98,12,22,195,1,1,0,0,0,0,1
33.38,0,27,11,1,1,1,0,1,0,1
54.48,9,26,96,1,1,0,0,1,0,1
110.7,9.67,16,19,1,0,0,1,0,0,1
90.09,83,35,173,1,0,0,1,0,1,1
35.6,17.33,26,76,1,1,0,0,1,0,1
49.3,15,16,197,0,1,1,0,1,0,1
40.15,45.67,26,21,1,0,0,1,1,0,1
36.81,10,38,115,1,0,0,0,0,1,1
23.51,0.67,27,99,1,1,1,0,1,0,1
29.99,11.67,13,67,0,0,0,0,0,0,1
40.27,2.67,26,11,0,1,0,0,1,0,1
47.72,0,20,2,1,0,0,0,0,0,1
33.24,3,27,36,1,0,0,1,1,0,1
39.7,7.33,27,106,1,1,0,0,1,0,1
34.35,8.67,27,51,1,1,0,1,1,0,1
33.68,0,26,126,1,1,0,1,1,0,1
210.24,24,16,66,1,1,0,0,1,0,1
55.17,4,19,75,1,0,0,0,0,0,1
30,3,21,114,1,0,0,0,0,0,1
34.98,2,34,184,1,1,0,1,1,0,1
33.15,4.33,26,138,1,0,0,0,1,0,1
94.62,58,19,125,1,0,0,0,0,0,1
54.87,33.33,25,23,1,1,0,1,1,0,1
56.59,6.67,25,84,1,0,0,1,1,0,1
35.37,3.67,25,72,1,1,0,0,1,0,1
10,2,23,51,1,0,0,0,0,0,1
50.02,32.67,25,1,1,0,0,1,1,0,1
151.46,33.33,15,74,1,0,0,0,0,0,1
40.44,58.67,21,33,1,0,0,1,0,0,1
79.31,107.33,17,139,0,1,0,0,1,0,1
75.09,15,20,18,1,0,0,1,0,0,1
58.86,19,15,120,0,1,0,0,1,0,1
30,30,23,14,1,0,0,1,0,0,1
15.24,2,17,71,0,0,0,0,1,0,1
90.86,21.67,23,68,1,1,0,0,1,0,1
35.83,0,16,88,0,1,0,0,1,0,1
35.35,0.33,25,53,1,0,0,1,1,0,1
71.04,0.67,28,191,0,0,0,0,1,0,1
30.47,2.67,27,193,1,1,0,1,1,0,1
30.24,0.67,27,10,1,1,0,1,1,0,1
19.72,0,26,70,1,1,0,0,1,0,1
50.9,17,20,124,1,0,0,0,0,0,1
55.99,12,25,56,1,0,0,0,1,0,1
28.99,1.67,27,80,1,0,0,0,1,0,1
5,0,13,53,0,0,0,1,0,0,1
34.73,0,25,143,1,0,0,0,1,0,1
47.15,3.67,24,61,1,1,0,0,1,0,1
37.61,2.67,26,185,1,0,0,0,1,0,1
54.28,27,34,158,0,1,0,0,1,0,1
36.28,8.33,25,143,1,1,0,0,1,0,1
10.45,62.33,19,140,0,0,0,0,1,0,1
23.22,0.67,28,107,0,1,0,1,1,0,1
29.99,1.67,26,112,1,1,0,0,1,0,1
99.72,42.67,23,179,1,0,0,0,1,0,1
22.39,0,26,23,1,1,0,1,1,0,1
74.98,0,24,193,1,1,0,0,1,1,1
33.24,4.33,26,102,1,1,0,0,1,0,1
153.11,27.33,19,17,1,1,1,1,1,0,1
18.77,20,23,9,1,0,0,1,0,0,1
30.09,1.67,22,26,1,0,0,0,0,0,1
53.77,0,25,138,1,0,0,1,1,0,1
76.66,95,19,27,0,1,0,0,1,0,1
52.74,10,25,191,1,1,0,1,1,0,1
29.49,0.67,21,177,1,0,0,1,0,0,1
29.3,7.67,26,7,1,0,0,0,1,0,1
29.99,2,26,132,1,1,1,0,1,0,1
113.9,99.67,11,177,0,0,0,0,0,0,1
23.74,0.33,27,109,1,1,0,1,1,0,1
216.93,41.67,13,26,1,0,0,1,0,0,1
30,3.33,21,175,1,0,0,0,0,0,1
31.49,2.67,22,21,1,1,0,0,0,0,1
39.27,1.67,25,54,1,1,0,1,1,0,1
30.25,0,26,7,1,0,0,1,1,0,1
51.93,2.67,25,10,1,1,0,0,1,0,1
8.75,0,28,70,1,1,0,0,1,0,1
86.87,89.67,33,79,1,0,0,1,1,0,1
277.95,76,14,3,1,0,0,1,1,0,1
75.57,41,20,67,1,0,0,1,0,0,1
29.99,6.67,26,155,1,0,0,0,1,0,1
50.74,5,25,192,1,0,0,0,1,0,1
103.5,101,49,127,1,0,1,0,1,0,1
37.62,19,11,30,0,0,0,0,0,0,1
40.4,9.67,20,86,1,0,0,0,0,0,1
59.99,29,35,137,1,0,0,1,1,0,1
137.49,33.67,20,33,1,1,0,0,1,0,1
55.77,9.33,20,138,0,0,0,0,0,0,1
35.36,0,25,16,1,1,0,1,1,0,1
50,0,19,17,1,0,0,0,0,0,1
21.65,9.67,28,138,1,0,1,1,1,0,1
29.99,4,26,124,1,0,0,0,1,0,1
54.1,9,24,139,1,1,0,0,1,0,1
