customer_id,Gender,geo_group,age,Promotion,Channel
SB0000054597,F,North America,40,3,Email
SB0000014474,F,ROW,48,1,Email
SB0000042050,M,Asia,42,2,Email
SB0000072703,F,North America,40,1,Email
SB0000014271,M,North America,28,1,Email
SB0000099472,M,North America,50,2,Email
SB0000043124,F,North America,32,1,Email
SB0000076975,F,Asia,35,2,Email
SB0000053597,M,ROW,56,2,Email
SB0000111290,F,EU,28,2,Email
SB0000100376,M,ROW,39,2,Email
SB0000100527,F,EU,31,2,Email
SB0000050261,M,North America,35,1,Email
SB0000116492,F,Asia,44,3,Email
SB0000148805,M,North America,44,3,Email
SB0000033324,F,North America,36,3,Email
SB0000063136,M,Asia,36,3,Email
SB0000112617,M,North America,35,1,Email
SB0000125465,F,ROW,48,3,Email
SB0000122316,F,North America,24,2,Email
SB0000015640,M,North America,25,1,Email
SB0000014481,M,North America,51,1,Email
SB0000135848,M,EU,37,1,FaceBook
SB0000127129,M,EU,32,3,Email
SB0000104103,M,North America,33,2,Google
SB0000073266,F,EU,34,2,Google
SB0000098758,F,North America,30,2,Google
SB0000144474,F,Asia,34,3,Email
SB0000084338,M,North America,61,3,Email
SB0000045535,M,EU,43,2,Google
SB0000104111,M,North America,29,1,FaceBook
SB0000065283,M,North America,43,3,Email
SB0000103209,F,ROW,28,3,Email
SB0000120152,M,North America,33,1,FaceBook
SB0000065807,F,North America,36,1,FaceBook
SB0000031858,F,EU,28,1,FaceBook
SB0000150199,M,EU,50,1,FaceBook
SB0000093413,M,Asia,44,1,FaceBook
SB0000079206,F,ROW,46,1,FaceBook
SB0000107427,F,North America,33,2,Google
SB0000113749,F,North America,43,2,Google
SB0000125108,F,North America,45,3,Email
SB0000114185,M,North America,25,2,Google
SB0000042617,F,EU,39,1,FaceBook
SB0000021888,F,ROW,45,1,FaceBook
SB0000089137,M,Asia,34,2,Google
SB0000065615,F,EU,62,3,Email
SB0000062791,M,ROW,35,2,Google
SB0000020270,F,ROW,36,1,FaceBook
SB0000098745,F,EU,41,3,Email
SB0000050954,M,EU,31,3,Email
SB0000040738,M,North America,29,2,Google
SB0000039995,M,Asia,36,2,Google
SB0000078594,F,North America,36,3,Email
SB0000106522,F,ROW,41,1,FaceBook
SB0000138790,F,EU,32,2,Google
SB0000122488,M,North America,33,1,FaceBook
SB0000068093,M,EU,45,2,Google
SB0000063004,F,North America,21,3,Email
SB0000013719,M,North America,25,2,Google
SB0000101321,M,ROW,39,2,Google
SB0000092655,M,EU,42,1,FaceBook
SB0000051285,M,North America,38,1,FaceBook
SB0000035139,F,ROW,34,1,FaceBook
SB0000145844,M,ROW,42,1,FaceBook
SB0000132446,F,North America,47,2,Google
SB0000077265,F,North America,34,3,Email
SB0000136464,F,ROW,44,2,Google
SB0000113297,M,EU,35,1,FaceBook
SB0000029460,F,EU,34,3,Email
SB0000086132,F,North America,44,2,Google
SB0000127334,M,North America,46,2,Google
SB0000116222,M,North America,28,3,Email
SB0000149893,F,EU,45,1,FaceBook
SB0000109671,F,Asia,38,3,Email
SB0000032174,M,North America,41,1,FaceBook
SB0000126154,M,ROW,35,1,FaceBook
SB0000135901,F,North America,35,2,Google
SB0000133100,F,North America,33,1,FaceBook
SB0000128888,M,North America,24,1,FaceBook
SB0000115594,F,North America,36,3,Email
SB0000054878,M,North America,35,2,Google
SB0000018852,M,ROW,31,1,FaceBook
SB0000100898,F,Asia,48,3,Email
SB0000086182,M,Asia,35,3,Email
SB0000050287,F,North America,42,2,Google
SB0000022850,M,North America,36,1,FaceBook
SB0000027968,M,North America,35,1,FaceBook
SB0000132888,F,North America,27,2,Google
SB0000120645,M,North America,47,2,Google
SB0000136012,M,North America,31,3,Email
SB0000025788,M,North America,40,2,Google
SB0000018881,M,Asia,24,3,Email
SB0000013755,M,EU,32,2,Google
SB0000021008,M,North America,53,3,Email
SB0000127840,F,North America,34,3,Email
SB0000094869,F,Asia,40,1,FaceBook
SB0000140938,M,North America,24,1,FaceBook
SB0000110605,M,North America,33,1,FaceBook
SB0000089618,M,North America,48,1,FaceBook
SB0000027824,M,North America,32,1,FaceBook
SB0000046543,F,Asia,37,2,Google
SB0000076945,M,EU,33,1,FaceBook
SB0000035531,F,EU,19,1,FaceBook
SB0000058975,F,ROW,28,3,Email
SB0000057701,M,North America,37,1,FaceBook
SB0000016728,M,EU,33,1,FaceBook
SB0000142150,F,EU,39,1,FaceBook
SB0000127000,F,North America,43,2,Google
SB0000148161,M,EU,61,1,FaceBook
SB0000087885,F,ROW,37,2,Google
SB0000075852,M,EU,37,2,Google
SB0000121648,M,North America,35,3,Email
SB0000040203,M,North America,53,2,Google
SB0000133413,F,ROW,51,2,Google
SB0000076551,F,North America,49,3,Email
SB0000107001,F,ROW,38,2,Google
SB0000042319,M,EU,32,1,FaceBook
SB0000052454,M,North America,34,3,Email
SB0000140383,F,EU,34,3,Email
SB0000130244,F,EU,31,3,Email
SB0000076096,M,North America,33,1,FaceBook
SB0000143423,F,EU,44,2,Google
SB0000115904,F,North America,29,2,Google
SB0000136676,M,North America,32,1,FaceBook
SB0000054784,M,North America,45,2,Google
SB0000083640,M,North America,41,3,Email
SB0000107791,M,Asia,28,3,Email
SB0000140225,M,ROW,39,3,Email
SB0000081836,F,EU,43,3,Email
SB0000112447,F,EU,51,2,Google
SB0000141388,M,EU,35,1,FaceBook
SB0000054303,M,North America,38,3,Email
SB0000144337,M,Asia,42,1,FaceBook
SB0000034931,F,North America,33,2,Google
SB0000022315,F,ROW,32,1,FaceBook
SB0000140959,F,EU,38,3,Email
SB0000016145,F,North America,38,3,Email
SB0000110466,F,North America,33,3,Email
SB0000086940,F,EU,44,1,FaceBook
SB0000134811,M,EU,26,2,Google
SB0000092322,F,North America,41,1,FaceBook
SB0000076422,F,EU,31,2,Google
SB0000026980,F,EU,38,3,Email
SB0000040049,M,North America,39,2,Google
SB0000090390,M,EU,40,1,FaceBook
SB0000079500,F,North America,39,3,Email
SB0000105795,F,EU,34,3,Email
SB0000116767,M,North America,36,2,Google
SB0000034261,M,North America,35,1,FaceBook
SB0000114169,M,North America,56,1,FaceBook
SB0000043863,M,North America,42,3,Email
SB0000072551,F,EU,46,3,Email
SB0000146561,M,EU,39,1,FaceBook
SB0000112101,F,Asia,35,3,Email
SB0000127583,F,ROW,42,2,Google
SB0000129132,M,Asia,28,2,Google
SB0000078735,F,EU,38,3,Email
SB0000119918,M,North America,36,1,FaceBook
SB0000057483,M,North America,35,3,Email
SB0000023870,M,North America,38,2,Google
SB0000129429,M,EU,34,2,Google
SB0000049065,M,North America,29,3,Email
SB0000133256,F,EU,36,1,FaceBook
SB0000022447,M,North America,40,2,Google
SB0000018789,F,EU,19,1,FaceBook
SB0000051024,F,EU,62,2,Google
SB0000061759,M,ROW,50,2,Google
SB0000045621,M,ROW,22,1,FaceBook
SB0000132964,F,Asia,30,2,Google
SB0000132098,M,EU,19,2,Google
SB0000136856,F,EU,38,3,Email
SB0000021700,M,North America,31,3,Email
SB0000094058,M,Asia,31,2,Google
SB0000146340,M,North America,38,2,Google
SB0000017048,F,ROW,25,2,Google
SB0000021759,F,EU,37,3,Email
SB0000027307,F,North America,35,3,Email
SB0000013459,M,EU,37,1,FaceBook
SB0000081872,F,Asia,25,3,Email
SB0000024606,M,North America,38,3,Email
SB0000075006,M,ROW,19,3,Email
SB0000105539,F,EU,50,1,FaceBook
SB0000137533,F,ROW,40,2,Google
SB0000019859,F,North America,33,3,Email
SB0000048708,F,North America,35,3,Email
SB0000066832,F,ROW,42,3,Email
SB0000112818,F,Asia,57,2,Google
SB0000141501,M,ROW,50,2,Google
SB0000052899,M,Asia,37,1,FaceBook
SB0000024122,M,ROW,44,3,Email
SB0000108849,M,North America,50,1,FaceBook
SB0000121824,F,ROW,39,3,Email
SB0000062866,M,EU,49,3,Email
SB0000078192,F,EU,58,3,Email
SB0000135970,M,ROW,52,1,FaceBook
SB0000055778,F,EU,41,2,Google
SB0000113301,M,EU,27,3,Email
SB0000069400,F,Asia,40,2,Google
SB0000069197,M,Asia,28,1,FaceBook
SB0000083898,M,Asia,42,1,FaceBook
SB0000107547,F,EU,31,3,Email
SB0000112783,M,EU,32,2,Google
SB0000071535,F,North America,46,3,Email
SB0000100479,M,ROW,29,3,Email
SB0000076919,M,North America,26,3,Email
SB0000052115,M,EU,43,3,Email
SB0000024568,M,ROW,38,3,Email
SB0000131558,M,North America,41,2,Google
SB0000029818,M,North America,31,1,FaceBook
SB0000057959,M,EU,44,2,Google
SB0000095196,M,North America,38,1,FaceBook
SB0000013671,F,EU,42,1,FaceBook
SB0000119276,M,EU,45,1,FaceBook
SB0000089566,F,North America,60,3,Email
SB0000089752,M,North America,35,2,Google
SB0000117517,M,North America,29,3,Email
SB0000092518,F,North America,44,1,FaceBook
SB0000131623,F,North America,28,2,Google
SB0000078967,M,North America,37,1,FaceBook
SB0000098871,F,ROW,40,2,Google
SB0000024374,M,EU,44,3,Email
SB0000038490,M,Asia,28,2,Google
SB0000128206,M,ROW,38,2,Google
SB0000054016,F,ROW,27,3,Email
SB0000049560,M,Asia,33,3,Email
SB0000064572,M,North America,29,1,FaceBook
SB0000092429,F,EU,38,2,Google
SB0000110270,M,North America,61,2,Google
SB0000121243,M,North America,24,1,FaceBook
SB0000042336,M,North America,42,1,FaceBook
SB0000111310,M,EU,41,2,Google
SB0000093502,F,EU,36,1,FaceBook
SB0000104225,M,North America,37,1,FaceBook
SB0000098322,M,EU,42,2,Google
SB0000056538,F,North America,35,1,FaceBook
SB0000091331,F,North America,19,1,FaceBook
SB0000127212,M,ROW,35,2,Google
SB0000141322,F,North America,29,2,Google
SB0000118714,M,ROW,36,3,Email
SB0000050076,F,EU,61,1,FaceBook
SB0000126195,F,North America,29,3,Email
SB0000124873,M,ROW,41,2,Google
SB0000111415,M,Asia,43,2,Google
SB0000045950,F,ROW,63,1,FaceBook
SB0000133319,F,North America,27,2,Google
SB0000035357,F,North America,30,2,Google
SB0000136150,F,North America,41,2,Google
SB0000137257,M,North America,52,2,Google
SB0000066278,F,North America,19,2,Google
SB0000140970,F,ROW,26,1,FaceBook
SB0000142825,F,ROW,40,3,Email
SB0000110201,F,ROW,38,3,Email
SB0000015709,M,EU,19,1,FaceBook
SB0000042148,F,North America,33,2,Google
SB0000076497,F,EU,60,2,Google
SB0000025729,M,North America,34,1,FaceBook
SB0000064251,M,EU,42,2,Google
SB0000096221,M,Asia,33,1,FaceBook
SB0000128846,M,EU,32,2,Google
SB0000149278,M,ROW,24,2,Google
SB0000034917,M,ROW,29,3,Email
SB0000061790,F,EU,34,1,FaceBook
SB0000040732,M,ROW,28,3,Email
SB0000053584,M,Asia,26,1,FaceBook
SB0000019072,F,ROW,26,1,FaceBook
SB0000095497,M,North America,32,3,Email
SB0000149906,F,ROW,33,1,FaceBook
SB0000045892,M,ROW,33,1,FaceBook
SB0000135287,F,North America,30,2,Google
SB0000092264,M,ROW,39,2,Google
SB0000110209,M,North America,29,1,FaceBook
SB0000012437,M,ROW,61,1,FaceBook
SB0000075030,F,ROW,25,3,Email
SB0000103535,M,EU,47,3,Email
SB0000136540,M,ROW,46,3,Email
SB0000150613,M,Asia,37,1,FaceBook
SB0000043400,M,North America,23,2,Google
SB0000148162,F,EU,50,2,Google
SB0000109304,F,ROW,39,1,FaceBook
SB0000046873,M,North America,44,3,Email
SB0000135245,M,North America,30,1,FaceBook
SB0000142883,M,EU,32,1,FaceBook
SB0000070184,M,EU,31,2,Google
SB0000054975,F,EU,46,3,Email
SB0000043807,M,EU,41,1,FaceBook
SB0000127627,M,North America,39,1,FaceBook
SB0000098793,F,EU,64,2,Google
SB0000053890,M,Asia,35,1,FaceBook
SB0000138833,M,EU,41,3,Email
SB0000113648,M,North America,49,3,Email
SB0000039047,M,ROW,36,1,FaceBook
SB0000054890,F,North America,42,2,Google
SB0000015740,M,ROW,45,3,Email
SB0000075490,F,Asia,40,2,Google
SB0000104091,M,ROW,48,2,Google
SB0000043154,M,Asia,25,3,Email
SB0000118547,F,EU,60,2,Google
SB0000050580,M,North America,39,1,FaceBook
SB0000109141,F,North America,34,1,FaceBook
SB0000123694,F,Asia,35,3,Email
SB0000101993,F,North America,35,2,Google
SB0000146084,M,North America,47,1,FaceBook
SB0000115841,M,EU,39,1,FaceBook
SB0000033108,F,EU,31,2,Google
SB0000111036,M,North America,37,1,FaceBook
SB0000039174,F,North America,37,1,FaceBook
SB0000121331,M,North America,37,3,Email
SB0000150685,F,North America,27,2,Google
SB0000062076,M,North America,46,3,Email
SB0000018334,M,EU,49,3,Email
SB0000132906,M,North America,34,3,Email
SB0000088751,M,North America,26,2,Google
SB0000078145,F,Asia,40,3,Email
SB0000109902,M,Asia,33,3,Email
SB0000122928,M,North America,46,1,FaceBook
SB0000057693,F,ROW,38,1,FaceBook
SB0000017354,F,ROW,41,3,Email
SB0000041787,F,North America,43,1,FaceBook
SB0000141111,F,ROW,29,2,Google
SB0000071905,M,North America,45,1,FaceBook
SB0000063345,M,North America,40,3,Email
SB0000106671,F,North America,22,3,Email
SB0000030421,F,EU,54,3,Email
SB0000013034,M,Asia,44,3,Email
SB0000082627,F,ROW,31,2,Google
SB0000124388,M,North America,35,2,Google
SB0000052964,F,ROW,38,2,Google
SB0000034011,F,EU,30,1,FaceBook
SB0000099401,F,North America,34,1,FaceBook
SB0000036280,F,North America,42,1,FaceBook
SB0000143418,F,North America,61,2,Google
SB0000070774,M,North America,38,2,Google
SB0000023706,F,North America,43,1,FaceBook
SB0000062471,M,North America,32,2,Google
SB0000022212,M,North America,41,3,Email
SB0000148346,F,North America,34,1,FaceBook
SB0000015371,F,EU,45,1,FaceBook
SB0000132011,M,Asia,29,1,FaceBook
SB0000043680,M,North America,37,2,Google
SB0000090000,M,North America,40,3,Email
SB0000139786,F,EU,36,2,Google
SB0000121250,F,North America,41,2,Google
SB0000098848,F,ROW,45,3,Email
SB0000110150,M,ROW,50,3,Email
SB0000149011,M,EU,28,2,Google
SB0000057561,F,North America,32,3,Email
SB0000148919,M,North America,44,2,Google
SB0000014220,M,Asia,37,2,Google
SB0000058393,M,North America,23,1,FaceBook
SB0000036108,F,Asia,31,1,FaceBook
SB0000028075,F,North America,39,1,FaceBook
SB0000093725,M,North America,32,1,FaceBook
SB0000122422,F,EU,34,3,Email
SB0000139094,F,North America,30,3,Email
SB0000097304,F,EU,40,2,Google
SB0000041165,M,EU,45,2,Google
SB0000087015,M,EU,36,2,Google
SB0000131059,M,EU,29,2,Google
SB0000014066,F,Asia,51,2,Google
SB0000119633,F,North America,44,2,Google
SB0000104483,F,North America,35,3,Email
SB0000068405,M,EU,36,2,Google
SB0000071373,F,North America,31,3,Email
SB0000075387,F,ROW,49,2,Google
SB0000085844,M,North America,39,1,FaceBook
SB0000146022,M,Asia,19,3,Email
SB0000124715,M,North America,36,1,FaceBook
SB0000151064,F,EU,40,1,FaceBook
SB0000061721,M,Asia,42,2,Google
SB0000132464,F,North America,36,3,Email
SB0000071089,M,North America,33,3,Email
SB0000122344,M,North America,19,1,FaceBook
SB0000030905,M,ROW,29,1,FaceBook
SB0000084660,M,North America,48,1,FaceBook
SB0000057283,F,EU,40,2,Google
SB0000068728,F,EU,26,3,Email
SB0000038342,M,EU,42,3,Email
SB0000067264,F,EU,55,3,Email
SB0000060802,M,North America,27,3,Email
SB0000135989,F,Asia,42,2,Google
SB0000140927,F,Asia,38,3,Email
SB0000086322,M,ROW,32,2,Google
SB0000097531,F,North America,57,3,Email
SB0000018145,M,EU,39,2,Google
SB0000099270,F,North America,45,3,Email
SB0000127046,M,EU,37,1,FaceBook
SB0000150999,M,EU,54,3,Email
SB0000136445,M,North America,45,2,Google
SB0000090314,M,ROW,30,3,Email
SB0000028423,F,Asia,50,3,Email
SB0000032317,F,North America,35,2,Google
SB0000019404,M,ROW,38,2,Google
SB0000085954,F,ROW,35,1,FaceBook
SB0000033783,M,North America,38,3,Email
SB0000099995,M,EU,47,2,Google
SB0000125548,M,North America,33,2,Google
SB0000088217,M,North America,60,1,FaceBook
SB0000135497,F,EU,32,3,Email
SB0000125378,M,North America,42,3,Email
SB0000079861,M,EU,38,2,Google
SB0000103873,F,ROW,41,2,Google
SB0000098560,M,North America,30,3,Email
SB0000132013,M,EU,40,2,Google
SB0000128256,M,EU,41,2,Google
SB0000108538,M,EU,43,3,Email
SB0000068690,F,Asia,19,3,Email
SB0000015220,M,North America,34,1,FaceBook
SB0000018944,M,North America,29,3,Email
SB0000128930,M,North America,37,3,Email
SB0000108113,F,EU,47,3,Email
SB0000019969,M,North America,35,2,Google
SB0000076851,F,EU,51,1,FaceBook
SB0000096339,F,ROW,36,1,FaceBook
SB0000101638,F,North America,62,3,Email
SB0000089464,M,North America,29,3,Email
SB0000080913,M,EU,35,1,FaceBook
SB0000134259,F,North America,37,2,Google
SB0000048420,M,North America,32,3,Email
SB0000049137,F,Asia,37,3,Email
SB0000074266,M,Asia,27,1,FaceBook
SB0000075048,F,North America,26,1,FaceBook
SB0000018799,M,ROW,49,1,FaceBook
SB0000119120,M,North America,32,3,Email
SB0000148185,M,Asia,37,1,FaceBook
SB0000142978,M,EU,29,1,FaceBook
SB0000091293,M,Asia,35,2,Google
SB0000058942,M,Asia,51,3,Email
SB0000132846,F,North America,40,1,FaceBook
SB0000074801,M,North America,19,2,Google
SB0000076957,F,ROW,49,1,FaceBook
SB0000107601,F,North America,38,1,FaceBook
SB0000107479,M,EU,21,2,Google
SB0000107493,F,Asia,29,2,Google
SB0000028758,F,Asia,33,2,Google
SB0000132905,M,Asia,29,1,FaceBook
SB0000064429,F,Asia,45,3,Email
SB0000069811,M,North America,33,1,FaceBook
SB0000125368,M,North America,51,2,Google
SB0000079239,F,EU,22,3,Email
SB0000108929,F,North America,33,1,FaceBook
SB0000128963,M,North America,22,3,Email
SB0000146256,M,North America,40,1,FaceBook
SB0000094414,F,EU,34,2,Google
SB0000133927,M,North America,46,1,FaceBook
SB0000147148,F,Asia,31,2,Google
SB0000139655,M,EU,56,1,FaceBook
SB0000088489,M,Asia,30,1,FaceBook
SB0000020903,F,North America,38,2,Google
SB0000128908,M,ROW,37,2,Google
SB0000059016,M,ROW,48,3,Email
SB0000052239,M,EU,40,1,FaceBook
SB0000116327,F,Asia,40,3,Email
SB0000015808,F,North America,32,1,FaceBook
SB0000059395,F,North America,39,3,Email
SB0000111268,F,North America,53,2,Google
SB0000035628,F,North America,62,1,FaceBook
SB0000114001,M,Asia,46,3,Email
SB0000057961,F,EU,31,2,Google
SB0000075016,M,North America,43,2,Google
SB0000121471,F,North America,33,1,FaceBook
SB0000091051,M,EU,21,2,Google
SB0000049250,M,Asia,40,3,Email
SB0000086289,F,EU,19,2,Google
SB0000095764,M,ROW,33,2,Google
SB0000082911,M,EU,39,2,Google
SB0000092143,M,North America,26,3,Email
SB0000033603,F,North America,36,2,Google
SB0000113787,M,North America,41,3,Email
SB0000086299,M,North America,28,1,FaceBook
SB0000088690,M,North America,31,2,Google
SB0000032966,F,North America,55,2,Google
SB0000111289,M,EU,38,2,Google
SB0000019897,M,North America,38,1,FaceBook
SB0000096517,M,EU,29,1,FaceBook
SB0000032740,M,EU,40,3,Email
SB0000032776,M,North America,33,2,Google
SB0000041866,M,EU,54,1,FaceBook
SB0000086177,F,Asia,31,3,Email
SB0000093245,M,EU,38,1,FaceBook
SB0000018184,F,EU,34,1,FaceBook
SB0000094556,M,ROW,35,1,FaceBook
SB0000074643,F,North America,48,2,Google
SB0000082400,M,North America,39,1,FaceBook
SB0000049857,M,North America,37,3,Email
SB0000120205,F,North America,30,2,Google
SB0000033563,M,North America,23,2,Google
SB0000106910,M,North America,34,1,FaceBook
SB0000065006,F,EU,27,2,Google
SB0000082808,M,North America,27,2,Google
SB0000150227,M,North America,42,2,Google
SB0000116269,F,North America,40,3,Email
SB0000106054,F,North America,29,3,Email
SB0000125171,M,ROW,45,1,FaceBook
SB0000034065,F,EU,30,3,Email
SB0000036982,M,North America,32,1,FaceBook
SB0000089195,F,North America,19,2,Google
SB0000063971,F,EU,46,3,Email
SB0000088996,F,North America,33,1,FaceBook
SB0000015992,M,North America,39,1,FaceBook
SB0000025412,F,Asia,33,1,FaceBook
SB0000106560,M,ROW,38,2,Google
SB0000047064,F,ROW,42,1,FaceBook
SB0000115472,F,North America,27,2,Google
SB0000019034,F,EU,47,3,Email
SB0000015337,F,North America,39,1,FaceBook
SB0000067525,F,Asia,31,2,Google
SB0000131342,M,North America,28,1,FaceBook
SB0000026716,F,North America,49,2,Google
SB0000093298,M,Asia,36,3,Email
SB0000141144,F,North America,54,3,Email
SB0000115449,M,North America,44,1,FaceBook
SB0000132910,M,North America,48,2,Google
SB0000065366,F,North America,39,3,Email
SB0000020998,F,North America,39,1,FaceBook
SB0000104436,F,EU,53,1,FaceBook
SB0000039870,F,North America,43,2,Google
SB0000023186,M,North America,36,2,Google
SB0000136894,F,North America,32,1,FaceBook
SB0000137192,F,North America,30,3,Email
SB0000084881,M,North America,46,3,Email
SB0000143597,M,EU,47,1,FaceBook
SB0000070529,F,EU,41,1,FaceBook
SB0000072000,F,North America,34,3,Email
SB0000138067,F,EU,37,1,FaceBook
SB0000094251,F,North America,22,2,Google
SB0000122852,F,North America,31,2,Google
SB0000032227,F,North America,38,3,Email
SB0000052548,F,North America,30,3,Email
SB0000141217,F,EU,41,1,FaceBook
SB0000055803,F,North America,33,2,Google
SB0000121449,M,EU,53,1,FaceBook
SB0000030710,M,Asia,55,3,Email
SB0000149061,M,EU,43,2,Google
SB0000135376,M,ROW,40,1,FaceBook
SB0000102384,M,EU,32,2,Google
SB0000126203,F,ROW,45,1,FaceBook
SB0000017266,M,EU,35,2,Google
SB0000080939,M,North America,44,3,Email
SB0000150944,F,Asia,57,2,Google
SB0000136158,F,Asia,41,3,Email
SB0000104727,F,EU,29,1,FaceBook
SB0000101028,M,EU,31,1,FaceBook
SB0000138473,M,ROW,33,2,Google
SB0000141769,M,North America,39,2,Google
SB0000017497,F,ROW,38,3,Email
SB0000079497,F,EU,24,3,Email
SB0000081934,F,EU,40,1,FaceBook
SB0000147938,M,North America,33,1,FaceBook
SB0000085426,F,North America,48,3,Email
SB0000045144,F,Asia,32,3,Email
SB0000058660,M,Asia,42,3,Email
SB0000130928,F,North America,40,1,FaceBook
SB0000064146,F,North America,35,1,FaceBook
SB0000136268,M,ROW,30,1,FaceBook
SB0000047812,M,EU,43,2,Google
SB0000080581,M,North America,37,1,FaceBook
SB0000119171,F,North America,28,3,Email
SB0000104886,M,North America,29,1,FaceBook
SB0000023981,F,ROW,35,3,Email
SB0000123620,M,North America,37,1,FaceBook
SB0000050842,M,North America,49,2,Google
SB0000087807,M,North America,37,2,Google
SB0000051575,M,ROW,45,2,Google
SB0000050307,M,EU,44,1,FaceBook
SB0000114655,F,Asia,38,3,Email
SB0000124000,M,North America,40,3,Email
SB0000023673,F,North America,41,2,Google
SB0000142273,F,ROW,24,2,Google
SB0000041591,M,North America,31,3,Email
SB0000143762,F,EU,37,3,Email
SB0000109507,F,North America,37,2,Google
SB0000138314,M,ROW,28,1,FaceBook
SB0000050456,M,North America,41,3,Email
SB0000114475,M,EU,33,1,FaceBook
SB0000030665,F,EU,35,3,Email
SB0000079419,M,EU,25,2,Google
SB0000092121,M,North America,35,3,Email
SB0000087884,M,North America,53,1,FaceBook
SB0000115859,M,ROW,32,3,Email
SB0000037893,F,North America,27,2,Google
SB0000052449,F,North America,32,2,Google
SB0000073439,F,EU,45,2,Google
SB0000121399,F,North America,35,3,Email
SB0000119539,M,North America,59,3,Email
SB0000124929,M,North America,62,3,Email
SB0000018122,F,ROW,20,2,Google
SB0000088429,M,North America,28,2,Google
SB0000033351,M,Asia,31,1,FaceBook
SB0000053923,F,North America,37,3,Email
SB0000047596,F,Asia,30,1,FaceBook
SB0000078279,M,EU,41,2,Google
SB0000054548,F,North America,19,2,Google
SB0000068282,M,ROW,22,3,Email
SB0000023906,F,North America,24,1,FaceBook
SB0000072765,F,Asia,31,2,Google
SB0000097801,M,EU,28,1,FaceBook
SB0000059031,F,ROW,24,1,FaceBook
SB0000082788,M,North America,33,2,Google
SB0000121779,M,North America,38,1,FaceBook
SB0000016734,M,ROW,45,1,FaceBook
SB0000081856,M,EU,26,1,FaceBook
SB0000102457,M,ROW,37,1,FaceBook
SB0000020701,M,ROW,48,1,FaceBook
SB0000094272,M,Asia,59,2,Google
SB0000044828,M,Asia,38,1,FaceBook
SB0000093896,F,North America,34,1,FaceBook
SB0000016202,F,EU,30,3,Email
SB0000081644,F,North America,35,3,Email
SB0000079327,M,Asia,35,3,Email
SB0000135625,M,Asia,52,1,FaceBook
SB0000144012,F,ROW,35,1,FaceBook
SB0000055563,M,ROW,33,2,Google
SB0000129782,F,North America,27,3,Email
SB0000063874,F,North America,46,2,Google
SB0000143266,F,North America,41,1,FaceBook
SB0000085641,F,EU,44,1,FaceBook
SB0000060302,M,North America,50,1,FaceBook
SB0000129740,M,North America,44,1,FaceBook
SB0000085375,F,Asia,33,3,Email
SB0000055368,M,North America,40,2,Google
SB0000086861,F,EU,39,1,FaceBook
SB0000144965,M,North America,36,3,Email
SB0000047434,F,ROW,37,3,Email
SB0000101525,M,North America,34,1,FaceBook
SB0000019116,M,Asia,27,1,FaceBook
SB0000073790,M,ROW,32,2,Google
SB0000131202,F,North America,27,3,Email
SB0000017024,M,North America,26,1,FaceBook
SB0000131620,F,Asia,46,1,FaceBook
SB0000027741,F,North America,45,1,FaceBook
SB0000043240,F,EU,29,3,Email
SB0000085906,M,North America,31,2,Google
SB0000145157,F,ROW,46,3,Email
SB0000070274,F,EU,37,3,Email
SB0000121934,M,Asia,19,1,FaceBook
SB0000084164,F,North America,40,3,Email
SB0000128016,M,North America,36,1,FaceBook
SB0000067840,F,Asia,41,2,Google
SB0000034734,M,North America,44,1,FaceBook
SB0000124262,F,EU,45,2,Google
SB0000014366,F,North America,52,2,Google
SB0000120467,M,North America,42,2,Google
SB0000036520,M,ROW,47,1,FaceBook
SB0000112994,F,North America,23,2,Google
SB0000072614,M,EU,25,1,FaceBook
SB0000126804,M,North America,31,2,Google
SB0000059371,F,EU,56,1,FaceBook
SB0000130854,M,ROW,44,1,FaceBook
SB0000063481,M,ROW,39,2,Google
SB0000051827,M,EU,47,1,FaceBook
SB0000103955,F,ROW,32,1,FaceBook
SB0000047410,M,EU,31,1,FaceBook
SB0000084438,M,EU,23,2,Google
SB0000063535,F,EU,37,3,Email
SB0000099695,M,ROW,45,3,Email
SB0000129406,M,EU,34,1,FaceBook
SB0000044911,F,North America,41,1,FaceBook
SB0000058739,F,Asia,52,1,FaceBook
SB0000102842,F,EU,35,2,Google
SB0000016777,M,North America,52,1,FaceBook
SB0000106427,M,North America,45,2,Google
SB0000015005,M,Asia,36,3,Email
SB0000069985,F,EU,45,2,Google
SB0000035167,F,ROW,42,1,FaceBook
SB0000147527,M,EU,24,3,Email
SB0000026593,F,North America,37,2,Google
SB0000124573,F,North America,41,3,Email
SB0000035592,F,North America,31,1,FaceBook
SB0000122160,F,EU,42,1,FaceBook
SB0000114752,M,EU,52,3,Email
SB0000122412,M,North America,40,1,FaceBook
SB0000150213,M,Asia,38,1,FaceBook
SB0000038895,M,North America,31,2,Google
SB0000109390,F,North America,45,1,FaceBook
SB0000020283,M,North America,37,2,Google
SB0000138431,F,North America,27,1,FaceBook
SB0000069667,M,Asia,30,1,FaceBook
SB0000127563,F,EU,27,1,FaceBook
SB0000119809,M,North America,26,1,FaceBook
SB0000051908,F,Asia,33,3,Email
SB0000029253,M,Asia,43,1,FaceBook
SB0000040865,M,EU,38,2,Google
SB0000080959,F,North America,31,1,FaceBook
SB0000132797,M,EU,37,1,FaceBook
SB0000083348,M,Asia,41,1,FaceBook
